"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","76929992177","Palacios Arenas, Jordi","24/08/1993","Manzano Plaza, Marta","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Marquez Hurtado, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Ayman Marquez Hurtado","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","61472269487","Aranda Escudero, Adrián","20/06/1991","Crespo Soriano, Valentina","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Guillen Mendoza, Roger","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Roger Guillen Mendoza","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","23443019444","Viñas Morales, Pablo","27/10/1992","Jimenez Saez, Leyre","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Oliver Moya, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Carlota Oliver Moya","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","78721552593","Suarez Nuñez, Andrea","16/05/1990","Bautista Borras, Leo","+34 XXXXXXX","+34 XXXXXXX","andrea@mailintaor.com","Murillo Alarcon, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Mohamed Murillo Alarcon","L'Armentera","Albanyà","andrea@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","36991374442","Badia Marti, Adrià","05/11/1993","Rivas Blanco, Blanca","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Reina Reina, Marina","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Marina Reina Reina","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","86194890438","Peña Garriga, Ian","02/11/1992","Vidal Sala, Daniel","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Castro Plaza, Roc","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Roc Castro Plaza","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","31743166087","Franco Jimenez, Axel","07/06/1997","Valle Ramon, Arnau","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Carrasco Fernandez, Mar","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Mar Carrasco Fernandez","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","64589739549","Martinez Sierra, Sergi","03/04/1995","Casas Navas, Gabriel","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Marin Pascual, Carla","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Carla Marin Pascual","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","92678416973","Borras Espinosa, Sergi","03/07/1993","Ribera Guzman, Queralt","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Roca Casado, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Daniela Roca Casado","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","21729531341","Viñas Santos, Unai","22/06/1994","Gracia Salvador, Marc","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Morales Velasco, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Víctor Morales Velasco","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","26608707582","Cabrera Calvo, Aya","03/05/1999","Font Sans, Eva","+34 XXXXXXX","+34 XXXXXXX","aya@mailintaor.com","Diaz Badia, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Nerea Diaz Badia","L'Armentera","Albanyà","aya@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","87432251565","Riera Piñol, Oriol","11/09/1992","Moreno Padilla, Aya","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Quesada Cruz, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Víctor Quesada Cruz","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","47736731308","Lorente Roman, David","02/05/1994","Pages Badia, Naiara","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Santamaria Carrera, Inés","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Inés Santamaria Carrera","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","99439238808","Macias Codina, Irene","26/12/1996","Pallares Abad, Samuel","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Vera Ferrer, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Víctor Vera Ferrer","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","86302214748","Cruz Salazar, Marcos","26/02/1990","Martos Iglesias, Mireia","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Montes Moya, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Daniela Montes Moya","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","80505844017","Salazar Collado, Ivet","27/10/1996","Gallardo Prieto, Naia","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Prieto Marcos, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Ainara Prieto Marcos","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","42253598893","Caballero Llorens, Berta","18/06/1998","Torres Aranda, Malak","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Muñoz Ribera, Marc","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Marc Muñoz Ribera","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","56938980334","Ramos Torrent, Gerard","14/05/1995","Aparicio Diaz, Eloi","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Benitez Mir, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Alejandro Benitez Mir","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","29610319183","Franco Oliva, Martina","21/07/1993","Benitez Font, Eva","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Macias Calderon, Berta","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Berta Macias Calderon","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","39619421351","Vila Escobar, Adrián","13/11/1994","Ribera Cabrera, Helena","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Valencia Guerra, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Guillem Valencia Guerra","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","28037525609","Contreras Franco, Pau","05/01/1990","Bueno Salas, Joana","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Vazquez Vila, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Bernat Vazquez Vila","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","28159827043","Ordoñez Molina, Marcos","03/01/1996","Lopez Cabrera, Berta","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Perez Dominguez, Nora","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Nora Perez Dominguez","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","72201091962","Tomas Rius, Pol","07/07/1991","Cano Bertran, Iris","+34 XXXXXXX","+34 XXXXXXX","pol@mailintaor.com","Esteve Franco, Jan","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Jan Esteve Franco","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","54076630308","Pla Robles, Mohamed","17/07/1993","Alcaraz Alsina, Lucía","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Asensio Gomez, Marc","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Marc Asensio Gomez","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","16780549015","Navas Gimeno, Marwa","05/03/1997","Amaya Arroyo, Nerea","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Vera Alsina, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Ayman Vera Alsina","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","71888288268","Casals Carmona, Valentina","04/04/1990","Mendoza Codina, Arlet","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Nadal Sabate, Alan","+34 XXXXZZZZ","+34 XXXXLLL","arlet@mailintaor.com","c/ de l'aviador Alan Nadal Sabate","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","73418993929","Bueno Galindo, Aitana","17/11/1996","Garriga Vidal, Xavi","+34 XXXXXXX","+34 XXXXXXX","aitana@mailintaor.com","Sancho Prats, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Ayman Sancho Prats","L'Armentera","Albanyà","aitana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","93033418200","Dalmau Ponce, Sergi","02/07/1996","Calderon Pascual, Jordi","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Guzman Campos, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Oriol Guzman Campos","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","94923266647","Peña Santiago, Quim","23/06/1995","Borras Carmona, Leo","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Roman Arenas, Leire","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Leire Roman Arenas","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","19895704699","Vega Redondo, Pau","19/06/1991","Rovira Font, Xavi","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Roldan Flores, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Jordi Roldan Flores","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","23401393254","Coll Parra, Daniel","19/10/1999","Prieto Arias, Ana","+34 XXXXXXX","+34 XXXXXXX","daniel@mailintaor.com","Paredes Gil, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","ana@mailintaor.com","c/ de l'aviador Alexandra Paredes Gil","L'Armentera","Albanyà","daniel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","14059745591","Herrera Galindo, Ismael","25/12/1998","Sanz Bertran, Iris","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Reina Navas, Salma","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Salma Reina Navas","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","77199847728","Parra Collado, Erik","27/11/1992","Sans Ribera, Gisela","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Gonzalez Jimenez, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Álvaro Gonzalez Jimenez","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","83653817802","Salas Casals, Ona","01/01/1990","Gimeno Andreu, Marwa","+34 XXXXXXX","+34 XXXXXXX","ona@mailintaor.com","Pujol Gimenez, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Miquel Pujol Gimenez","L'Armentera","Albanyà","ona@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","12629881396","Vera Camps, Ismael","03/09/1998","Ramon Vera, Lucas","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Piñol Garriga, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Miguel Piñol Garriga","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","50544800666","Mateo Colomer, Mohamed","03/11/1999","Simon Palau, Dídac","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Comas Cabrera, Naia","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Naia Comas Cabrera","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","52142509113","Hurtado Esteve, Sergio","31/12/1993","Marin Roman, Roc","+34 XXXXXXX","+34 XXXXXXX","sergio@mailintaor.com","Pascual Rios, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Ismael Pascual Rios","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","56594215341","Contreras Garrido, Ferran","19/11/1997","Barrera Herrero, Alba","+34 XXXXXXX","+34 XXXXXXX","ferran@mailintaor.com","Jurado Gutierrez, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Gabriel Jurado Gutierrez","L'Armentera","Albanyà","ferran@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","73565945076","Domingo Ponce, Roc","15/09/1995","Nieto Sanz, Adrià","+34 XXXXXXX","+34 XXXXXXX","roc@mailintaor.com","Torrent Vicente, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Adrián Torrent Vicente","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","94040727723","Torres Garriga, Laia","06/12/1990","Luna Leon, Rayan","+34 XXXXXXX","+34 XXXXXXX","laia@mailintaor.com","Costa Sala, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Jordi Costa Sala","L'Armentera","Albanyà","laia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","34744005897","Dominguez Farre, Sara","27/03/1998","Sans Pla, Judit","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Bernal Garrido, Sara","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Sara Bernal Garrido","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","12411612476","Nieto Aguilera, Guillem","09/08/1999","Romero Cuevas, Lluc","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Bautista Gimenez, Mario","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Mario Bautista Gimenez","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","44992458721","Serrano Saez, Ariadna","10/02/1999","Alonso Soto, Mohamed","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Garcia Ribas, Max","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Max Garcia Ribas","L'Armentera","Albanyà","ariadna@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","26980158605","Cabello Suarez, Lucas","01/03/1996","Mesa Marcos, Mariona","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Espinosa Ventura, Naia","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Naia Espinosa Ventura","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","42197772162","Sierra Vidal, Hugo","01/07/1992","Peña Llorens, Nora","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Montes Requena, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Cristina Montes Requena","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","82021639177","Perez Cano, Víctor","27/01/1991","Pastor Miralles, Malak","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Llorens Suarez, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Ayman Llorens Suarez","L'Armentera","Albanyà","victor@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","33800043836","Fuentes Galan, Valentina","27/02/1997","Rubio Vidal, Bernat","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Rius Amaya, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Adrià Rius Amaya","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","40725486611","Benitez Serra, Albert","14/05/1991","Iglesias Valle, Aitor","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Soler Millan, Biel","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Biel Soler Millan","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","81650529648","Serra Palacios, Eva","15/02/1993","Flores Rivera, Guillem","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Redondo Peña, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Ferran Redondo Peña","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","34800239337","Alcaraz Aranda, Gerard","14/09/1995","Esteban Ortega, Mario","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Bermudez Prieto, Salma","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Salma Bermudez Prieto","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","73114356441","Ramos Comas, Ayman","11/07/1995","Rey Santamaria, Naia","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Prieto Viñas, Martí","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Martí Prieto Viñas","L'Armentera","Albanyà","ayman@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","57892471360","Oliver Estrada, Joana","15/12/1991","Serrano Galindo, Marcos","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Romero Serrano, Laia","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Laia Romero Serrano","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","28602607389","Lazaro Sierra, Jaume","13/10/1995","Iglesias Macias, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Palacios Vazquez, Berta","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Berta Palacios Vazquez","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","76051535171","Estrada Carbonell, Eloi","05/10/1997","Cruz Rueda, Xavi","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Suarez Miranda, Xavi","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Xavi Suarez Miranda","L'Armentera","Albanyà","eloi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","32679059198","Crespo Morales, Marta","02/04/1995","Bosch Alonso, Queralt","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Coll Salazar, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Gerard Coll Salazar","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","79697731680","Mendoza Ibañez, Laura","12/10/1990","Avila Marcos, Arnau","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Soriano Garcia, Malak","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Malak Soriano Garcia","L'Armentera","Albanyà","laura@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","73592594507","Montoya Salazar, Aitana","22/10/1997","Pallares Castells, Miguel","+34 XXXXXXX","+34 XXXXXXX","aitana@mailintaor.com","Garrido Pons, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Blanca Garrido Pons","L'Armentera","Albanyà","aitana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
